FILIST,,,,,,,,,,,,,,
7159,,,,,,,,,,,,,,
9131,9131,9131,9131,1st Capital Bank Biz,https://www.1stcapital.bank/,831-264-4000,https://web17.secureinternetbank.com/EBC_EBC1151/Login/121144612,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
8762,8762,8762,8762,1st Capital Bank Biz - DC,https://www.1stcapital.bank/,(831) 264-4000,https://www.1stcapital.bank/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67095,67095,67095,67095,1st Capital Bank Business,https://www.1stcapital.bank,(831) 264-4003,https://www.1stcapital.bank,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67137,67137,67137,67137,1st Capital Bank Business Direct,https://www.1stcapital.bank,(831) 264-4003,https://www.1stcapital.bank,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67138,67138,67138,67138,1st Capital Bank Direct,https://www.1stcapital.bank,(831) 264-4017,https://www.1stcapital.bank,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
51513,51513,51513,51513,1st Century Bank-division of MFB,https://www.1cbank.com/,310-270-9500,https://1cbank.ebanking-services.com/eAM/Credential/Index?appId=beb&brand=1cbank&ec=,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
10811,10811,10811,10811,1st Colonial Bancorp,http://www.1stColonial.com,856-858-1100,https://olb.1stcolonial.com/login/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
14649,14649,14649,14649,1st Community Bank Corpus Christi,https://www.fcbot.com/,1-361-888-9310,https://my.fcbot.com/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
3974,3974,3974,3974,1st Community Credit Union,https://www.1stccu.com/,1-888-706-1228,https://my.1stccu.com/enroll,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
2343,2343,2343,2343,1st Community FCU,https://www.1cfcu.org/,1-800-749-1465,https://obc.itsme247.com/299/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
18010,18010,18010,18010,1st MidAmerica CU,https://www.1stmidamerica.org/,618-258-3168,https://www.1stmidamericaonline.org/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
10460,10460,10460,10460,1st National Bank of Lebanon Ohio,http://www.bankwith1st.com,1-888-932-3221,https://web3.secureinternetbank.com/Pbi_Pbi1961/pbi1961.asp?Rt=042208006&LogonBy=Connect3&PRMAccess=Account,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
2305,2305,2305,2305,1st National Bank of Scotia,http://www.firstscotia.com,1-518-370-7200,https://onlinebanking.firstscotia.com/login/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
15123,15123,15123,15123,1st Security Bank - Roundup,https://www.1stsecurityroundup.com/,406-323-1100,https://1stsecurityroundup.onlinebank.com/SignIn.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68793,68793,68793,68793,1st Security Bank of WA-QB DC,https://www.FSBWA.com,1-877-372-4249,https://www.fsbwa.com/contact/contact-us,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
6394,6394,6394,6394,1st Security Bank of Washington-QB,https://www.fsbwa.com/,800-683-0973,https://www.fsbwa.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
14479,14479,14479,14479,1st Source Bank Business Online,https://www.1stsource.com/,1-800-399-5592,https://bbotreasury.1stsource.com/rwd-web/logon/1stsource,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
62529,62529,62529,62529,1st State Bank,http://www.1ststatebank.com/,308-537-3684,http://www.1ststatebank.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12734,12734,12734,12734,1st State Bank -MI,https://www.1ststatebk.com,989-272-7575,https://www.1ststatebk.com,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17622,17622,17622,17622,1st State Bank Business,http://www.1ststatebank.com/,308-537-3684,http://www.1ststatebank.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
5054,5054,5054,5054,1st Summit Bank - QB,http://www.1stsummit.com,888-262-4010,https://www.ezcardinfo.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
51753,51753,51753,51753,1st United Bank of Faribault,https://www.1stunited.com/,507-334-2201,https://web5.secureinternetbank.com/PBI_PBI1151/Login/291971320,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67227,67227,67227,67227,1st United Bank of Faribault Bus,https://www.1stunited.com/,NA,https://web5.secureinternetbank.com/EBC_EBC1151/Login/291971320/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
2452,2452,2452,2452,1st United Services Credit Union,https://www.1stunitedcu.org/,"800-649-0193, Opt. #2",https://accounts.1stunitedcu.org/enroll,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12890,12890,12890,12890,1st Valley Credit Union,https://www.1stvalleycu.com/,909-889-0838,https://obc.itsme247.com/916/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
1478,1478,1478,1478,21st Century Bank-North,https://21stcb.com/,1-763-767-2178,https://cm.netteller.com/login2008/Authentication/Views/Login.aspx?fi=21stcenturybank&bn=977f8d98f950b3a1&burlid=f64981a1d5825fcd,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67904,67904,67904,67904,22nd State Bank Business,https://www.22ndstatebank.com/,888.325.7777,https://www.22ndstatebank.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67903,67903,67903,67903,22nd State Bank Retail,https://www.22ndstatebank.com/,251-445-3868,https://www.22ndstatebank.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
11089,11089,11089,11089,360 Federal Credit Union,https://www.360fcu.org/360fcu/default.asp,1-800-544-4728,https://online.360fcu.org/auth/SignIn?wa=wsignin1.0&wtrealm=https://online.360fcu.org/banking/&wctx=rm=0&id=passive&ru=/banking/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
62862,62862,62862,62862,3Rivers Credit Card,https://www.3riversfcu.org,(800) 825-3641 / (260) 490-8328,https://www.3riversfcu.org,ACTIVE, , , , ,NOT_QBP,NA
18184,18184,18184,18184,4Front Credit Union,https://www.4frontcu.com/,NA,https://secure.4frontcu.com/4frontcuonline/Uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
7934,7934,7934,18184,4Front Credit Union-QB,https://www.4frontcu.com/,231-929-2000/800-765-0110,https://secure.4frontcu.com/4FrontAutoEnrollment_Business_E2E/enroll.html,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
5533,5533,5533,5533,5 Star Bank,https://www.5star.bank,1-800-776-2265,https://www.5staronlinebanking.com/tob/live/usp-core/app/login/consumer,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
50475,50475,50475,50475,5 Star Bank - BB,https://www.5star.bank,NA,https://www.5staronlinebanking.com/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
485,485,485,485,5 Star Bank QuickBooks,https://www.5star.bank,888-277-0444,https://securebanking.cardcenterdirect.com/cardcenterdirect/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67959,67959,67959,67959,5 Star Community CU - WC,https://www.5starcu.org/,NA,https://www.ea.financial-net.com/vbsts/Login/IALogin.aspx?ReturnUrl=/vbsts/?wa=wsignin1.0&wtrealm=https://www.financial-net.com/&wctx=rm=0&id=passive&ru=/5starcu/security/OlbCmdSmn000&LoginMethod=Default,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
4133,4133,4133,4133,5Point DC,https://www.5pointcu.org/,1-409-962-8793,https://www.5pointcu.org/,ACTIVE,"BANKING,CREDIT,PAYMENT&DIRECT", , , ,NOT_QBP,NA
68031,68031,68031,68031,5Point DC Business,https://www.5pointcu.org/,1-409-962-8793,https://www.5pointcu.org/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
9344,9344,9344,9344,5Point Web Connect,https://www.5pointcu.org/,(409) 962-8793,https://www.5pointcu.org/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
63192,63192,63192,63192,7 17 Credit Union- QuickBooks,https://www.717cu.com/,330-372-8100,https://www.sscuonline.net/onlineserv/HB/Signon.cgi,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
16125,16125,16125,16125,802 Credit Union,https://www.802cu.com/,800-728-5871,https://secure.myvirtualbranch.com/802CU/signin.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
69409,69409,69409,16125,802 Credit Union QBDC,https://www.802cu.com/,800-728-5871,https://secure.myvirtualbranch.com/802CU/signin.aspx,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
57096,57096,57096,57096,A+ Federal Credit Union,https://aplusfcu.org/,1-800-252-8148,https://homebanking.aplusfcu.org/aplusfederalcreditunion/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
227,227,227,227,AAA Dollars MasterCard,https://www.creditcard.acg.aaa.com/onlineCard/login.do,(800)328-4850,https://www.creditcard.acg.aaa.com/onlineCard/login.do,ACTIVE, , , , ,NOT_QBP,NA
9800,9800,9800,9800,AB&T,https://www.abtgold.com/home/home,229-446-2265,https://digitalbanking.abtgold.com/login,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
69361,69361,69361,69361,AB&T Gold-TM,https://www.abtgold.com/home/home,229-405-7209,https://treasury.jackhenry.com/abtgold#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
69362,69362,69362,69362,AB&T Gold-TM-DC,https://www.abtgold.com/home/home,229-405-7209,https://treasury.jackhenry.com/abtgold#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
9803,9803,9803,9800,AB&T WC,https://www.abtgold.com/,229-446-2265,https://digitalbanking.abtgold.com/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
57150,57150,57150,57147,ABCO FCU_QB,http://www.goabco.org/,1 (800) 225-1859,https://www2.netxselect.com/home_UNIVERSAL.htm,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
57147,57147,57147,57147,ABCO Federal Credit Union,http://www.goabco.org/,800-225-1859,https://abcofcu-dn.financial-net.com/web/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
6451,6451,6451,6451,ABNB FCU,https://www.abnbfcu.org/,757-523-5300,https://my.abnbfcu.org/Registration,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
69480,69480,69480,69480,ABNB FCU CC,https://www.abnbfcu.org/,757-523-5300,https://www.abnbfcu.org/,ACTIVE, , , , ,NOT_QBP,NA
54669,54669,54669,54669,ACC CentreSuite,https://www.arvest.com/,800-356-8085,https://centresuite.arvest.com/Centre/Public/Logon/Index?site=arvest,ACTIVE, , , , ,NOT_QBP,NA
6071,6071,6071,6071,ACMG Federal Credit Union - QB,https://www.acmgfcu.org,3150488-4433,https://www.acmgfcuonline.org/tob/love/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
27408,27408,27408,27408,ACNB Bank,https://www.acnb.com/,1.888.334.2262,https://online.acnb.com/acnbbank/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
18817,18817,18817,18817,ACU-America's Credit Union,https://www.youracu.org/,1.253.964.3636,https://online.youracu.org/Login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
519,519,519,519,ACUME Credit Union,http://www.acumecu.com/,1-877-228-6344,https://www.netit.financial-net.com/acumecu/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17266,17266,17266,17266,AEA Federal Credit Union - QB,https://www.aeafcu.org,(928) 783-8881,https://www.aeafcuonline.org/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
8270,8270,8270,8270,AERO Federal Credit Union,https://www.aerofed.net/,NA,https://olb.aerofed.net/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
18570,18570,18570,18570,AIM Credit Union,https://www.aimcreditunion.com/,563 585 3737,https://www.aimcreditunion.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
4050,4050,4050,4050,ALBANK,http://www.albanybank.com/,773-267-7300,https://web6.secureinternetbank.com/PBI_PBI1151/login/071004446,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
54378,54378,54378,54378,ALPS FCU,https://alpsfcu.org/,907-747-6261,https://alpsfcu.onlineaccounts.org/HBNetRD/App/SignOn,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
5111,5111,5111,5111,AMG National Trust Bank - PFM DC,https://www.amgnational.com/,1-888-547-8877,http://amgnational.com/qb,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
243,243,243,243,ANB Bank,https://www.anbbank.com/index.html,1-800-283-5980,https://onlinebanking.anbbank.com/ANBBankOnline/uux.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12344,12344,12344,12344,ANB Credit Card,https://www.anb.com/,806-378-8100,https://www.anb.com/,ACTIVE, , , , ,NOT_QBP,NA
18520,18520,18520,18520,ANBTX Cash Management,https://www.anbtx.com,214-863-6224,https://anbtx.olbanking.com/smallbusiness/auth,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67676,67676,67676,67676,ANBTX Cash Management DC,https://www.anbtx.com,214-863-6224,https://www.anbtx.com,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
13026,13026,13026,13026,ANZ Guam Inc,http://www.anz.com/guam/en/personal/,(671)-479-9000,https://ebanking.guam.anz.com/login/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
7135,7135,7135,7135,AOD Federal Credit Union,https://www.aodfcu.com/,256-237-9494,https://elink.aodfcu.com/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68326,68326,68326,68326,APCO ECU,https://www.apcocu.org/,800-249-2726,https://www.apcocu.org/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
298,298,298,298,APCU/Center Parc,https://www.apcu.com/home/home,1-404-768-4126,https://www.apcu.com/tob/live/usp-core/app/login/consumer,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
361,361,361,361,APCU/Center Parc- QB WC,https://www.apcu.com/home/home,800 849 8431,https://www.apcu.com/onlineserv/OFX/OFXRegister.cgi,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
4897,4897,4897,4897,AT&T Universal Card,https://www.citi.com/credit-cards/citi.action,1-800-423-4343,https://www.citi.com/credit-cards/citi.action,ACTIVE,CREDIT&DIRECT, , , ,NOT_QBP,NA
5973,5973,5973,5973,AVB Bank,https://www.bankavb.com/,1-918-251-9611,https://www.bankavb.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68369,68369,68369,5973,AVB Bank - DC,https://www.bankavb.com/,1-918-251-9611,https://www.bankavb.com/,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
5132,5132,5132,5132,Abacus Federal Savings Bank,https://www.abacusbank.com/,1-800-969-8423,https://secure.myvirtualbranch.com/Abacus/SignIn.aspx,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
5150,5150,5150,5132,Abacus Federal Savings Bank-WC,http://www.abacusbank.com,1-800-969-8423,http://www.abacusbank.com,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
746,746,746,746,Abbeville First Bank - QB,https://www.abbevillefirst.com/,NA,https://abbevillefirst.cbzsecure.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67588,67588,67588,67588,AbbyBank Business,https://www.abbybank.com/,7153166214,https://abbybank.ebanking-services.com/Nubi/Trace/Enroll.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17529,17529,17529,17529,Aberdeen Federal Credit Union,http://www.aberdeenfcu.org/,1-877-225-2488,https://obc.itsme247.com/149/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
3716,3716,3716,3716,Aberdeen Proving Ground FCU,https://www.apgfcu.com/,1-800-225-2555,https://online.apgfcu.com/apgfcuonlinebanking/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
3449,3449,3449,3449,Abington Bank,https://abingtonbank.com/,781-383-0541,https://secure.myvirtualbranch.com/AbingtonBank/signin.aspx,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
63639,63639,63639,63639,Abington Bank - Business,http://www.theabingtonbank.com,(508) 586-1355,https://secure.myvirtualbranch.com/AbingtonBank/signin.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17811,17811,17811,17811,AbleBanking,https://www.ablebanking.com/,888-426-2253,https://online.ablebanking.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67301,67301,67301,67301,Academy Bank - DC,https://www.academybank.com/,(877) 712-2265,https://secure.academybank.com/academybank/sdk/AutoEnrollmentE2E,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
67298,67298,67298,67298,Academy Bank-KC,https://www.academybank.com/,NA,https://secure.academybank.com/academybank/uux.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68511,68511,68511,68511,Acadia FCU,https://www.acadiafcu.org/,1.855.692.2234,https://my.acadiafcu.org/registration,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12698,12698,12698,12698,Acadiana Medical FCU,https://myamfcu.com/,337-289-2740,https://www.shareteccu.com/amfcu,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
52608,52608,52608,52608,Accentra CU Credit Card,http://www.accentracu.org,507-433-1829,https://www.accentracu.org/online.htm,ACTIVE, , , , ,NOT_QBP,NA
55851,55851,55851,55851,Accentra Credit Union QB,https://www.accentracu.org/,507-433-1829,https://www.hecuhb.org/onlineserv/HB/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
58785,58785,58785,58785,Access Bank-Business,https://www.accessbank.com/,402-763-6000,https://web15.secureinternetbank.com/EBC_EBC1151/Login/104014138,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
63288,63288,63288,63288,Achieva Credit Union,https://www.achievacu.com/,1-800-593-2274,https://banking.achievacu.com/Authentication,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12898,12898,12898,12898,Achieve Financial CU,https://www.achievefinancialcu.com/Home.aspx,1-800-225-3714,https://my.achievefinancialcu.com/Authentication,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
50763,50763,50763,50763,Achieve Online Access Credit Cards,https://www.achievefinancialcu.com/,860-828-2790,https://onlineaccessplus.com/oa/achievefinancialcu/,ACTIVE, , , , ,NOT_QBP,NA
4728,4728,4728,4728,Adams Bank and Trust,https://www.abtbank.com/,1-800-422-3488,https://www.abtbank.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
59415,59415,59415,59415,Adams Community Bank,https://www.adamscommunity.com/,413-743-0040,https://secure.myvirtualbranch.com/AdamsCommunity0001/SignIn.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
59418,59418,59418,59415,Adams Community Bank - DC,http://www.adamscommunity.com/,800-686-3744,https://secure.myvirtualbranch.com/AdamsCommunity0001/SignIn.aspx,ACTIVE,"BANKING,PAYMENT&DIRECT", , , ,NOT_QBP,NA
5906,5906,5906,5906,Adams State Bank,https://www.adamsstate.com/,402-988-2255,https://www.adamsstate.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
2155,2155,2155,2155,Addition Financial,https://www.additionfi.com/,407-896-9411,https://online.additionfi.com/onlinebanking/SignIn.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
49644,49644,49644,49644,AdelFi,http://www.adelfibanking.com/,1-714-671-5700,https://secure.adelfibanking.com/adelfibankingonline/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
58782,58782,58782,58782,"Adirondack Bank Utica,NY",https://www.adirondackbank.com/default.aspx,1-877-404-2265,https://www.adirondackbank.com/default.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12170,12170,12170,12170,Adirondack Regional FCU,https://adkcu-dn.financial-net.com/web/,(518) 359-2921,https://adkcu-dn.financial-net.com/web/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
12728,12728,12728,12728,Adirondack Regional Federal CU,https://adkcreditunion.com/,518-359-2921,https://adkcu-dn.financial-net.com/web/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
5629,5629,5629,5629,Adirondack Trust Company,https://www.adirondacktrust.com/,518-584-5844,https://www.atcwebwisebanking.com/dbank/live/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
51891,51891,51891,51891,Adrian Bank,https://adrianbank.com/,816-297-2194,https://adrianbank.onlineaurora.com/BankBin/UserSignon?TARGET=bnk92026,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
67757,67757,67757,67757,Advantage FCU,http://www.advantagefcu.org/,585.454.5900,https://www.afcuonline.org/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17023,17023,17023,17023,Advantage FCU - QB,https://www.advantagefcu.org,585-454-5900,https://www.advantagefcu.org,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
18915,18915,18915,18915,Advantis Credit Union WC,http://www.advantiscu.org,503-785-2528,https://my.advantisonline.org/Authentication,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
69370,69370,69370,69370,Adventure Credit Union,https://www.adventurecu.org/,616.243.0125,https://online.adventurecu.org/auth/signin,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
7120,7120,7120,7120,Advia Credit Union,http://www.adviacu.org/,269-382-9845,https://secure.adviacu.org/adviacredituniononline/Uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
50046,50046,50046,50046,Aero FCU - QB,https://www.aerofed.net/,(623)334-4701,https://www.aerofed.net/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
506,506,506,506,Affinity Credit Union,http://www.affinitycuia.org/,515-288-7225,https://obc.itsme247.com/295/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
18732,18732,18732,18732,Affinity FCU WC QB,https://www.affinityfcu.com,(800) 325-0808,https://www.affinityfcu.org/tob/live/usp-core/app/login/consumer,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
52194,52194,52194,52194,Affinity Group Credit Union,http://www.affinitygroupcu.org/,248-334-0568,https://obc.itsme247.com/148/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
16930,16930,16930,16930,Affinity Plus FCU,https://www.affinityplus.org/,800-322-7228,https://onlinebanking.affinityplus.org/SignIn.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68852,68852,68852,68852,Ag New Mexico,https://www.agnewmexico.com/,575-762-3828,https://enroll.farmcreditbank.com/RegistrationForm/48c3a1a2-558d-4f31-8a64-e830d13bb2e8,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68853,68853,68853,68853,Ag Texas,https://www.agtexas.com/,844-678-2265,https://www.agtexas.com/get-in-touch/ag-banking-online/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68020,68020,68020,68020,"Agility Bank, N.A.",https://www.agility.bank,713-324-8810,https://www.telepc.net/agilitybanking/Login.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
4958,4958,4958,4958,Agriculture Federal Credit Union,https://www.agfed.org/,1-800-872-AFCU,https://agfed.onlinebank.com/SignIn.aspx,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
17551,17551,17551,17551,Air Academy FCU,https://www.aafcu.com/,719-593-8600,https://i-branch.aafcu.com/AirAcademyCUOnline/uux.aspx#/login,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
49962,49962,49962,49962,AlaTrust Credit Union,https://www.alatrustcu.com/,1 (800) 264-8031,https://www.alatrustcu.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68854,68854,68854,68854,Alabama Ag Credit,https://www.alabamaagcredit.com/,334-270-8687,https://www.alabamaagcredit.com/sign-up/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
1910,1910,1910,1910,Alabama Credit Union,https://www.alabamacu.com/,(800) 234-0729,https://u4zacuta.secure.fundsxpress.com/start/U4ZACUTA,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
62487,62487,62487,62487,Alabama Credit Union-DC,http://www.alabamacu.com,(205)348-5944,http://www.alabamacu.com,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
68873,68873,68873,68873,Alabama Farm Credit,https://www.alabamafarmcredit.com/,877-681-6087,https://www.alabamafarmcredit.com/,ACTIVE,BANKING&DIRECT, , , ,NOT_QBP,NA
